,Division,Time,home_team,away_team,full_time_home_goals,full_time_away_goals,half_time_home_goals,half_time_away_goals,Referee,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_fouls,away_fouls,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_coef,draw_coef,away_coef,away_shots_on_target
20703,6,,439,336,0,2,0,1,-1,,,,,,,,,,,,,2.448256515,3.274543089,3.376553777,
20704,8,,283,405,5,2,0,1,-1,,,,,,,,,,,,,1.928870213,3.49227028,4.872935274,
20705,10,,254,36,3,2,0,1,6,21,11,6,4,8,13,4,5,2,1,0,0,1.905064456,3.730335636,4.608061669,0.632344926
20706,5,,60,87,2,0,1,0,-1,,,,,,,,,,,,,1.743640124,3.994152377,5.372844568,
20707,0,,200,323,3,2,1,1,-1,,,,,,,,,,,,,2.320402105,3.364583052,3.548281552,
20708,8,,205,441,1,0,1,0,-1,,,,,,,,,,,,,1.948636422,3.410113739,4.912187647,
20709,17,,23,186,0,0,0,0,-1,,,,,,,,,,,,,1.704713365,4.093353648,5.583701859,
20710,0,,177,75,0,3,0,1,-1,,,,,,,,,,,,,3.114311431,3.293983244,2.595259526,
20711,14,,422,368,1,1,1,1,-1,,,,,,,,,,,,,1.769720173,3.569778406,6.067612022,
20712,17,,428,268,0,1,0,0,-1,,,,,,,,,,,,,1.912596629,3.774861767,4.499635227,
20713,17,,427,103,1,1,0,0,-1,,,,,,,,,,,,,2.640949615,3.466883665,2.916260965,
20714,12,,278,145,0,0,0,0,-1,10,7,4,0,11,13,7,3,2,4,0,0,1.812946135,3.655941101,5.408789573,1.355505904
20715,10,,436,444,0,1,0,0,17,12,15,2,4,11,12,6,8,2,1,0,0,4.361860844,3.618361836,1.98266402,0.017534194
20716,5,,236,168,0,1,0,1,-1,,,,,,,,,,,,,3.884054195,3.853630794,2.028226734,
20717,0,,176,303,3,0,2,0,-1,,,,,,,,,,,,,2.190546089,3.425217522,3.823498629,
20718,5,,388,412,1,1,0,1,-1,,,,,,,,,,,,,2.185552441,3.56642421,3.675701832,
20719,16,,1,190,3,1,2,1,-1,,,,,,,,,,,,,1.773783399,3.64892585,5.807873645,
20720,19,,284,53,4,1,1,0,-1,12,6,7,2,11,9,5,0,2,1,0,0,1.53198348,4.305574487,8.000358175,2.004932285
20721,19,,308,385,0,2,0,0,-1,10,16,3,6,14,11,1,6,2,3,2,0,2.719278984,3.065369037,3.164251909,-0.13084822
20722,15,,465,442,2,2,0,0,-1,12,10,3,5,17,20,3,3,5,2,0,0,3.268547917,3.367594824,2.456363283,-1.35877181
20723,8,,298,454,0,0,0,0,-1,,,,,,,,,,,,,2.385087681,3.217331042,3.572556866,
20724,8,,306,6,2,0,1,0,-1,,,,,,,,,,,,,1.75086057,3.601770315,6.203048876,
20725,8,,387,419,1,2,0,2,-1,,,,,,,,,,,,,8.665031924,4.307356171,1.509587443,
20726,15,,402,37,2,2,2,2,-1,10,10,9,4,21,19,4,2,3,4,1,1,2.257186444,3.320572057,3.761977406,-1.030767347
20727,15,,343,96,2,2,1,1,-1,13,9,6,2,16,18,3,3,3,3,0,0,1.587700233,4.068481848,7.442344844,0.855090082
20728,15,,248,453,2,0,0,0,-1,14,10,8,4,17,13,6,4,0,1,0,0,1.633913031,3.961001287,6.872337234,0.099894729
20729,15,,224,289,1,0,0,0,-1,16,19,4,3,19,16,6,7,2,3,0,0,2.383160671,3.250631155,3.536610435,-0.95912133
20730,5,,333,240,1,2,1,0,-1,,,,,,,,,,,,,2.037718058,3.530699605,4.236839526,
20731,6,,194,221,0,0,0,0,-1,,,,,,,,,,,,,1.920313713,3.537419998,4.841211941,
20732,16,,41,488,0,1,0,0,-1,,,,,,,,,,,,,1.639290179,3.767312833,7.4328064,
20733,16,,345,347,1,0,1,0,-1,,,,,,,,,,,,,1.59890185,3.890321698,7.841747926,
20734,2,,202,212,3,1,2,0,-1,,,,,,,,,,,,,2.233196293,3.772980038,3.365090304,
20735,2,,456,470,2,1,1,1,-1,,,,,,,,,,,,,2.745625642,3.714082686,2.655768803,
20736,2,,169,483,1,0,0,0,-1,,,,,,,,,,,,,1.421897258,5.22039422,8.683729685,
20737,2,,130,214,0,1,0,1,-1,,,,,,,,,,,,,2.222436816,3.81855053,3.353859195,
20738,6,,18,361,1,0,0,0,-1,,,,,,,,,,,,,2.132876839,3.260254597,4.265753678,
20739,15,,149,309,2,2,2,1,-1,16,17,3,4,12,14,5,5,2,4,0,0,4.986174293,3.73963072,1.844884488,0.188170168
20740,6,,16,267,1,0,1,0,-1,,,,,,,,,,,,,2.171744097,3.298209494,4.059334762,
20741,6,,271,21,1,0,0,0,-1,,,,,,,,,,,,,2.650506078,3.249662624,3.077024297,
20742,15,,398,69,2,0,0,0,-1,12,9,4,2,11,16,2,5,1,3,0,1,1.842200704,3.624654357,5.227866862,0.944798712
20743,18,,79,255,2,1,1,0,-1,,,,,,,,,,,,,1.951022503,3.255073813,5.256640941,
20744,5,,237,447,0,1,0,0,-1,,,,,,,,,,,,,2.537478819,3.424067803,3.08777543,
20745,12,,461,242,1,3,1,2,-1,8,14,2,8,12,10,5,4,2,2,1,0,2.223026171,3.647783854,3.496213887,-0.397075493
20746,0,,426,138,2,0,0,0,-1,,,,,,,,,,,,,1.737977369,3.862171931,5.691621794,
20747,14,,246,449,1,1,0,0,-1,,,,,,,,,,,,,2.324908529,3.163897259,3.790611732,
20748,10,,480,310,2,0,1,0,12,17,14,3,4,8,11,6,7,0,2,0,0,2.26133217,3.547778916,3.49752709,0.402041062
20749,8,,67,340,0,1,0,0,-1,,,,,,,,,,,,,2.938713226,3.152252942,2.837027647,
20750,7,,83,291,2,1,1,1,94,17,10,7,1,18,8,8,3,0,3,0,0,1.74330545,3.815348499,5.737965367,0.600299193
20751,7,,70,409,0,0,0,0,104,14,10,4,3,8,17,6,2,2,4,0,0,2.625819699,3.433764222,2.959096815,0.247799475
20752,14,,34,468,1,0,1,0,-1,,,,,,,,,,,,,2.590268586,3.126535129,3.288426916,
20753,7,,80,394,2,1,1,0,33,21,6,8,1,14,10,7,3,1,1,0,0,1.666707614,3.951077461,6.372705582,1.044504793
20754,7,,64,319,0,1,0,0,43,6,13,1,3,11,12,3,6,4,2,0,0,2.321198378,3.633180069,3.290046396,0.417433577
20755,7,,94,222,0,2,0,1,62,15,13,3,5,11,10,12,3,4,3,0,0,2.908167066,3.281785752,2.766797834,-0.109785535
20756,7,,104,220,1,2,1,2,46,18,16,4,5,13,12,2,8,1,4,0,0,2.302720305,3.504139595,3.44406863,-0.057701711
20757,9,,408,115,2,3,0,2,102,12,16,6,8,7,11,8,4,1,2,0,1,1.668134476,4.347259543,5.540228441,0.775350131
20758,7,,288,77,3,1,1,0,27,18,17,4,4,6,11,4,1,3,3,0,0,1.641507516,4.249792464,6.042358953,1.802152637
20759,1,,5,208,1,0,1,0,80,9,8,6,3,9,16,9,2,0,2,0,0,1.465014426,4.852860286,8.240706146,1.665759265
20760,7,,367,81,1,1,0,0,44,13,15,3,5,7,12,5,12,0,0,0,0,2.385836307,3.379934768,3.389875752,0.120748607
20761,9,,363,290,0,2,0,0,65,11,17,3,10,7,14,6,11,2,3,0,0,2.383988858,3.505865967,3.275480489,-0.472487184
20762,7,,377,132,0,1,0,0,67,12,10,2,2,13,8,7,5,2,2,1,0,2.543921903,3.445949988,3.060814401,0.462329046
20763,7,,252,226,0,1,0,1,24,11,12,1,4,10,14,5,3,3,1,0,0,2.731092437,3.439153439,2.832244009,-0.161352083
20764,7,,369,65,2,2,0,1,70,17,11,3,6,8,12,11,13,2,2,0,0,2.020337169,3.737623762,4.040674338,0.23083457
20765,18,,316,315,1,0,0,0,-1,,,,,,,,,,,,,2.168788307,3.253182461,4.140414041,
20766,18,,72,79,3,1,1,0,-1,,,,,,,,,,,,,2.591544321,3.087582101,3.330539381,
20767,18,,381,413,0,0,0,0,-1,,,,,,,,,,,,,2.403066113,3.041855839,3.771901241,
20768,18,,43,112,1,0,0,0,-1,,,,,,,,,,,,,2.238448845,3.160163075,4.051491122,
20769,14,,266,78,3,1,1,1,-1,,,,,,,,,,,,,1.737257059,3.752475248,5.956309917,
20770,18,,133,249,2,1,0,1,-1,,,,,,,,,,,,,1.905962655,3.31035619,5.457072023,
20771,4,,425,374,1,2,1,1,-1,,,,,,,,,,,,,2.2215265,3.665518726,3.483757467,
20772,18,,124,459,0,1,0,0,-1,,,,,,,,,,,,,2.275986879,3.166150636,3.924812929,
20773,2,,313,212,2,0,1,0,-1,,,,,,,,,,,,,2.534125329,3.557713207,2.991261663,
20774,14,,293,440,1,0,0,0,-1,,,,,,,,,,,,,2.229596221,3.111300181,4.165291122,
20775,18,,287,307,0,0,0,0,-1,,,,,,,,,,,,,3.107912913,2.926281639,2.885919134,
20776,18,,255,446,1,1,1,0,-1,,,,,,,,,,,,,2.232991643,3.308887617,3.846835604,
20777,19,,385,262,1,1,0,0,-1,9,15,3,5,17,18,8,2,3,4,0,1,2.460649911,3.133562336,3.515214159,-0.996321296
20778,18,,10,247,0,0,0,0,-1,,,,,,,,,,,,,2.579793236,2.925119889,3.564989865,
20779,5,,286,333,0,4,0,2,-1,,,,,,,,,,,,,2.913934072,3.418074914,2.671946467,
20780,5,,87,13,2,0,1,0,-1,,,,,,,,,,,,,1.76727287,3.8494047,5.423699499,
20781,8,,405,205,2,2,1,1,-1,,,,,,,,,,,,,2.658925561,3.217096957,3.095314107,
20782,17,,186,285,3,1,1,0,-1,,,,,,,,,,,,,1.90557151,3.831415056,4.459848214,
20783,7,,226,64,1,1,1,1,19,18,14,4,4,12,10,7,1,2,2,0,0,1.942005867,3.773327462,4.346873237,0.26358374
20784,0,,178,63,2,2,0,1,-1,,,,,,,,,,,,,1.773010634,3.799308502,5.471004243,
20785,13,,277,218,3,1,1,1,-1,12,13,4,4,13,15,6,8,1,2,0,0,2.24155956,3.715738369,3.392630685,-0.422699136
20786,12,,189,278,1,0,1,0,-1,10,13,4,3,18,11,4,7,5,2,0,0,2.722978548,3.215325223,3.014367396,-0.424622444
20787,0,,68,176,1,1,1,0,-1,,,,,,,,,,,,,2.104105147,3.641720447,3.84403825,
20788,0,,213,373,1,1,0,1,-1,,,,,,,,,,,,,2.83124636,3.425707339,2.740565872,
20789,2,,494,130,2,1,0,1,-1,,,,,,,,,,,,,1.967931138,3.834942731,4.147793322,
20790,7,,65,104,3,0,1,0,66,16,9,8,3,9,8,11,7,1,0,0,0,2.000665183,3.601197329,4.301430143,0.591891747
20791,7,,77,367,2,1,0,1,45,14,13,7,4,14,11,6,5,3,4,0,0,2.454556601,3.406323447,3.236007274,-0.042648316
20792,7,,81,377,0,2,0,2,53,6,14,2,3,10,11,11,4,2,1,0,0,2.616603347,3.495462487,2.926201453,0.025088982
20793,7,,220,70,4,1,1,1,69,16,7,7,2,8,11,2,1,0,2,0,1,2.285842506,3.508271324,3.478455987,0.95085859
20794,7,,222,369,1,1,1,1,65,11,9,3,3,6,8,12,4,0,0,0,0,1.982162502,3.567892504,4.440044004,0.851295844
20795,6,,267,439,0,2,0,0,-1,,,,,,,,,,,,,2.608261736,3.186747802,3.19689668,
20796,14,,466,116,3,3,2,2,-1,,,,,,,,,,,,,1.862011351,3.398425088,5.596208978,
20797,14,,449,469,1,1,1,0,-1,,,,,,,,,,,,,2.201529014,3.220755409,4.076905581,
20798,9,,115,192,2,1,2,1,46,8,15,3,6,8,18,3,8,3,4,0,0,2.807748097,3.660100198,2.627250005,-0.086888282
20799,14,,91,44,2,1,1,0,-1,,,,,,,,,,,,,1.825005243,3.440583655,5.834033154,
20800,2,,214,339,2,1,2,1,-1,,,,,,,,,,,,,4.803368493,4.333038661,1.751228096,
20801,14,,368,246,1,1,0,1,-1,,,,,,,,,,,,,2.732103317,3.055908155,3.157097167,
20802,14,,354,126,0,0,0,0,-1,,,,,,,,,,,,,1.820485263,3.438694385,5.886235682,
20803,14,,321,468,1,0,0,0,-1,,,,,,,,,,,,,2.017812593,3.238589212,4.862928349,
20804,19,,24,450,1,0,0,0,-1,16,14,4,0,15,15,6,5,2,3,1,0,2.113784619,3.341792826,4.207437955,0.407246252
20805,14,,50,355,0,0,0,0,-1,,,,,,,,,,,,,2.306152484,3.200167544,3.789404743,
20806,15,,453,149,1,2,1,0,-1,7,12,2,6,26,14,2,5,4,3,1,0,2.239625506,3.369436587,3.749373056,-1.722128629
20807,15,,289,343,3,2,2,1,-1,18,13,8,3,8,8,7,3,1,2,0,0,1.736047615,3.759783121,5.952163253,1.517579283
20808,9,,66,52,1,1,0,1,109,6,9,4,4,17,11,5,5,3,3,0,0,3.433832327,3.666120984,2.242090519,-0.501157464
20809,9,,86,363,1,0,0,0,29,6,7,3,1,8,9,9,12,0,0,0,0,2.393767958,3.500885639,3.261508843,0.766216803
20810,6,,253,271,0,0,0,0,-1,,,,,,,,,,,,,2.181287301,3.297294758,4.027772366,
20811,2,,483,456,3,1,1,0,-1,,,,,,,,,,,,,2.582149589,3.560542207,2.925091332,
20812,10,,73,436,2,0,2,0,5,15,9,5,2,14,15,7,3,2,4,0,1,1.739384465,3.96579658,5.466636889,0.794640879
20813,19,,206,11,2,1,1,1,-1,14,7,4,3,6,16,10,1,2,4,0,1,1.89533239,3.455033003,5.182549505,1.196773249
20814,9,,410,125,0,1,0,1,25,15,4,6,2,11,12,6,1,0,1,0,0,1.709684482,4.093185789,5.531332148,0.800224075
20815,9,,120,109,1,0,0,0,83,20,6,8,1,5,10,13,3,1,2,0,1,2.653497493,3.565004265,2.835798847,1.205736599
20816,10,,107,33,2,0,0,0,6,22,9,7,2,12,11,5,5,3,1,0,2,2.463691365,3.529614976,3.117323768,0.637316201
20817,9,,134,326,1,1,1,1,93,14,6,1,2,8,15,5,7,0,3,0,0,2.254118772,3.506406979,3.556498507,0.574706062
20818,9,,290,416,0,2,0,1,54,13,4,6,2,6,11,12,1,0,2,0,0,2.454313689,3.434019153,3.211817914,0.623869349
20819,10,,280,480,1,2,1,2,18,27,6,8,3,10,7,16,3,1,2,0,0,1.284843869,6.474019495,12.94803899,4.082132274
20820,9,,356,474,1,1,0,0,43,9,18,5,8,7,11,5,7,0,0,1,0,2.924916123,3.467684063,2.633429636,-0.32393777
20821,9,,389,404,2,1,0,0,104,10,11,4,4,10,9,3,1,0,2,0,0,2.07434205,3.642747014,3.946309265,0.442734392
20822,10,,310,476,1,2,0,2,13,15,13,5,4,8,12,5,5,1,2,0,0,2.542033642,3.362690172,3.132506023,0.279981577
20823,14,,396,422,0,2,0,1,-1,,,,,,,,,,,,,2.544835129,3.143023466,3.345799173,
20824,19,,53,312,1,3,1,2,-1,8,9,2,6,11,14,7,3,1,2,0,0,2.327686329,3.268881236,3.643335124,-0.568104584
20825,9,,482,171,2,1,1,0,55,10,10,4,2,12,13,9,4,2,2,0,0,2.062085389,3.701694747,3.922991716,0.221687639
20826,6,,39,18,1,0,0,0,-1,,,,,,,,,,,,,2.691441479,3.17894786,3.087540414,
20827,10,,432,254,2,2,2,0,9,11,12,4,5,7,12,3,4,1,4,0,0,2.506791955,3.419264227,3.138503528,0.501844988
20828,10,,437,158,0,0,0,0,59,12,17,3,2,12,11,2,4,2,2,0,1,2.321856673,3.47268998,3.432309864,0.615782324
20829,19,,384,349,1,1,0,0,-1,7,17,3,6,9,9,3,9,2,2,0,0,8.966954772,4.758998343,1.452746862,1.634131452
20830,19,,90,295,2,1,1,1,-1,16,3,6,2,15,24,3,5,2,4,0,0,2.241482166,3.463190914,3.634835944,-0.68741314
20831,14,,34,101,1,3,0,0,-1,,,,,,,,,,,,,3.282688129,3.191220038,2.550943407,
20832,9,,438,85,0,1,0,1,35,13,10,4,4,11,10,3,1,0,2,0,0,2.524489949,3.540320566,3.017318664,0.015741523
20833,6,,292,16,1,1,1,0,-1,,,,,,,,,,,,,2.313043275,3.26666638,3.682608372,
20834,10,,36,479,0,1,0,1,3,13,11,3,6,10,11,2,7,2,3,0,0,2.339317523,3.256894655,3.629975467,0.154083926
20835,12,,414,155,2,3,1,1,-1,10,18,3,6,15,16,7,6,2,3,1,0,2.005914877,3.510351035,4.41301273,-0.592763822
20836,6,,336,194,1,2,1,1,-1,,,,,,,,,,,,,2.204007165,3.412656256,3.798611428,
20837,12,,378,198,1,0,0,0,-1,20,12,10,3,9,15,10,1,1,3,0,0,1.088380897,16.12416144,34.26384305,13.69057134
20838,13,,129,54,0,3,0,1,-1,5,18,2,6,10,8,1,5,2,1,0,0,20.1320132,7.54950495,1.207920792,4.911016102
20839,1,,141,225,1,1,1,0,42,12,7,4,3,10,12,4,6,2,2,0,0,2.54078265,3.514916709,3.012785751,0.313897369
20840,13,,484,216,2,0,0,0,-1,14,9,4,4,16,9,7,5,1,2,0,0,1.530713662,4.542117664,7.323414383,0.968284404
20841,0,,303,232,1,1,1,0,-1,,,,,,,,,,,,,3.085275525,3.458331716,2.520649938,
20842,1,,208,300,1,0,0,0,20,12,9,5,5,8,13,3,5,1,2,0,0,2.373612361,3.510552736,3.29114319,0.152779545
20843,0,,323,399,2,0,1,0,-1,,,,,,,,,,,,,2.128959918,3.588818147,3.821989947,
20844,7,,485,80,0,0,0,0,37,6,19,1,8,10,17,3,4,1,2,1,0,2.623956513,3.392187127,2.993106289,-0.829042455
20845,13,,478,223,0,1,0,0,-1,13,13,4,4,24,19,8,5,3,4,1,0,2.101935213,3.613326723,3.883575536,-1.579957077
20846,11,,360,82,1,1,0,0,62,18,15,7,7,10,8,7,6,5,1,0,0,2.510474008,3.427956476,3.125489728,-0.059704073
20847,13,,207,146,0,0,0,0,-1,11,7,2,4,11,17,5,11,0,4,0,0,2.583592645,3.755221868,2.803898995,-0.206477641
20848,1,,393,351,1,0,1,0,110,6,6,1,2,13,19,3,6,0,1,0,0,2.020784603,3.637412285,4.162816282,-0.317797799
20849,7,,409,181,3,2,2,1,75,10,8,5,3,17,11,6,1,1,2,0,0,2.254118772,3.506406979,3.556498507,-0.546506059
20850,11,,492,95,2,2,0,2,111,9,8,3,4,7,4,3,2,2,1,1,0,2.114816745,3.625400134,3.826811253,1.331962394
20851,8,,441,156,0,1,0,0,-1,,,,,,,,,,,,,3.06596117,3.21824401,2.680177977,
20852,18,,348,159,0,0,0,0,-1,,,,,,,,,,,,,2.238526011,3.052535469,4.243024302,
20853,11,,7,161,4,2,2,0,64,14,13,8,4,13,10,3,5,1,2,0,0,2.445853115,3.563094661,3.120224138,-0.083676069
20854,7,,394,94,2,1,1,1,34,18,5,5,3,10,14,5,4,2,2,0,1,3.19891352,3.378291848,2.49136567,0.245154639
20855,1,,239,424,2,1,1,1,56,14,11,3,4,7,8,0,3,2,1,0,0,3.700597332,3.582178218,2.171017102,0.803535147
20856,7,,319,288,1,2,1,2,10,21,11,8,9,10,16,11,1,2,6,0,0,3.788057111,3.578717113,2.143242839,-0.821880585
20857,7,,291,252,1,2,0,2,60,26,14,8,5,8,12,13,3,1,2,1,0,2.487083197,3.392381481,3.193414825,0.007631901
20858,13,,164,274,1,0,0,0,-1,11,9,5,2,10,16,2,2,0,3,0,0,2.525893142,3.466912156,3.070693624,0.164255772
20859,11,,337,366,1,1,1,0,76,13,4,6,1,10,9,5,4,3,1,0,1,2.5793732,3.452704283,3.005883729,0.954557494
20860,0,,341,235,2,0,0,0,-1,,,,,,,,,,,,,2.681523294,3.443319684,2.884668998,
20861,5,,447,182,0,1,0,0,-1,,,,,,,,,,,,,2.763632751,3.525663841,2.743311922,
20862,17,,481,427,0,3,0,2,-1,,,,,,,,,,,,,2.571999494,3.55036793,2.945191578,
20863,17,,335,475,2,3,1,3,-1,,,,,,,,,,,,,2.684013013,3.5753079,2.795424874,
20864,17,,329,241,1,0,0,0,-1,,,,,,,,,,,,,1.938594307,3.765541822,4.374524327,
20865,17,,268,302,1,2,1,2,-1,,,,,,,,,,,,,1.552362868,4.444019192,7.102313777,
20866,11,,2,320,2,1,0,1,67,12,7,7,3,13,12,8,1,3,4,0,0,2.302431736,3.603806195,3.353541876,0.107411314
20867,11,,51,430,3,2,0,1,24,11,10,6,4,11,7,9,4,2,1,0,0,2.327686329,3.643335124,3.268881236,0.187602058
20868,11,,122,491,0,1,0,1,113,22,11,0,5,6,15,6,2,0,0,0,0,2.120132013,3.715184603,3.715184603,-0.026595744
20869,11,,128,311,0,0,0,0,27,13,14,3,4,10,10,4,5,0,0,0,0,2.342462818,3.533887872,3.331951422,0.014033423
20870,11,,210,92,0,0,0,0,96,13,7,5,1,8,12,11,6,0,0,0,0,3.12796671,3.447758833,2.498375966,0.295744795
20871,8,,340,387,0,3,0,2,-1,,,,,,,,,,,,,2.070519532,3.400117859,4.293283147,
20872,12,,458,61,0,0,0,0,-1,22,3,5,1,17,15,7,1,4,2,0,1,1.535922823,4.607768469,7.047175306,1.138791255
20873,12,,145,40,0,2,0,0,-1,9,14,3,6,13,7,1,4,2,1,0,0,7.370483884,3.881788179,1.621506454,0.596285751
20874,5,,388,26,5,1,3,1,-1,,,,,,,,,,,,,2.283409585,3.491079543,3.50122803,
20875,5,,154,236,0,3,0,1,-1,,,,,,,,,,,,,2.830472396,3.429031075,2.739166835,
20876,2,,93,451,0,0,0,0,-1,,,,,,,,,,,,,2.973395794,3.825836908,2.425397934,
20877,11,,297,317,2,4,0,2,44,12,19,5,14,3,11,5,9,0,1,0,0,2.990413327,3.535961704,2.545892427,-0.847886076
20878,5,,412,240,0,0,0,0,-1,,,,,,,,,,,,,2.119430118,3.579707328,3.863650119,
20879,11,,260,487,1,1,0,1,33,11,16,2,4,13,17,7,2,2,1,0,0,1.959641678,3.787967162,4.242523221,-0.505134033
20880,11,,272,282,1,0,0,0,21,3,6,1,5,6,13,6,5,1,3,0,0,2.215831397,3.525186314,3.635977884,0.491262966
20881,13,,435,403,0,1,0,0,-1,26,10,9,6,11,18,6,5,3,3,0,0,2.717754067,3.704198135,2.687556799,-0.681968497
20882,6,,322,460,2,2,0,1,-1,,,,,,,,,,,,,2.791153445,3.217438699,2.93324853,
20883,6,,221,148,1,3,0,1,-1,,,,,,,,,,,,,2.253986922,3.285812046,3.816751187,
20884,6,,193,279,1,0,1,0,-1,,,,,,,,,,,,,2.083216016,3.40258616,4.235872567,
20885,6,,117,361,1,0,1,0,-1,,,,,,,,,,,,,2.190219022,3.285328533,4.01540154,
20886,6,,21,15,0,2,0,1,-1,,,,,,,,,,,,,2.101282708,3.481835598,4.050298552,
20887,6,,493,332,0,1,0,1,-1,,,,,,,,,,,,,1.956925277,3.437293621,4.806127364,
20888,15,,110,224,0,1,0,1,-1,15,14,2,3,16,13,8,8,3,1,0,0,4.005124439,3.264176418,2.202818441,-0.612676535
20889,2,,160,12,0,2,0,2,-1,,,,,,,,,,,,,6.956720236,4.587402474,1.542577096,
20890,13,,42,209,2,0,2,0,-1,17,16,8,2,12,15,6,6,1,4,0,0,2.056637109,3.601623035,4.063112337,0.359477316
20891,8,,365,58,1,0,0,0,-1,,,,,,,,,,,,,2.040775382,3.482517194,4.294766103,
20892,17,,188,428,4,1,2,1,-1,,,,,,,,,,,,,1.815096854,3.903979266,4.928140061,
20893,2,,202,3,2,0,1,0,-1,,,,,,,,,,,,,2.128601624,3.801074329,3.608486563,
20894,12,,48,258,4,1,0,0,-1,21,11,8,4,8,16,4,4,0,1,0,0,1.084608461,16.57040704,36.15361536,14.2813789
20895,8,,6,67,0,2,0,1,-1,,,,,,,,,,,,,2.942070523,3.084101514,2.891345169,
20896,13,,136,259,3,0,1,0,-1,22,8,10,3,10,17,3,1,1,3,0,0,1.770862801,4.132013201,4.919063335,0.561537106
20897,8,,454,32,0,0,0,0,-1,,,,,,,,,,,,,2.78517099,3.139647298,3.007984669,
20898,0,,455,200,1,2,1,0,-1,,,,,,,,,,,,,2.587408792,3.510758596,2.952690033,
20899,0,,138,177,0,1,0,1,-1,,,,,,,,,,,,,2.517341555,3.390290642,3.146676943,
20900,0,,75,426,0,0,0,0,-1,,,,,,,,,,,,,2.086597145,3.545189324,4.021257604,
20901,15,,187,231,0,2,0,1,-1,7,13,0,4,21,23,1,2,1,4,1,0,5.386183841,3.540917155,1.845266686,-1.377996447
20902,17,,113,473,5,1,2,0,-1,,,,,,,,,,,,,1.278641431,6.51498253,13.43588297,
20903,1,,211,5,1,3,0,3,57,8,7,3,5,21,20,8,5,2,2,0,0,3.888388839,3.381207686,2.187840267,-2.081974949
20904,19,,294,270,2,3,1,2,-1,13,16,6,7,11,15,3,3,4,4,0,0,1.705554276,3.882644147,6.019603328,0.522581522
20905,15,,392,402,2,2,1,2,-1,21,12,7,4,15,15,11,4,2,3,0,0,1.428470482,4.781408141,9.919933902,1.574861034
20906,12,,242,418,2,3,2,3,-1,19,4,9,4,11,16,8,3,3,3,0,0,2.069185192,3.431819342,4.249399832,-0.003055653
20907,10,,264,318,1,1,0,0,12,23,7,7,2,4,13,6,2,1,2,0,0,1.692234284,4.029129247,5.852310231,1.839091353
20908,15,,37,465,1,1,0,0,-1,14,9,2,3,21,19,8,2,3,3,0,1,2.051624576,3.512781592,4.2033284,-1.090271693
20909,10,,415,281,2,3,1,1,11,15,10,8,3,6,13,5,5,2,0,0,0,3.231443144,3.311727446,2.508884429,0.406384382
20910,12,,245,461,0,1,0,1,-1,8,17,2,6,13,19,3,5,3,5,0,0,1.969317811,3.840169731,4.135567403,-0.356745565
20911,12,,467,38,3,1,1,0,-1,14,11,7,2,17,6,9,4,4,4,0,0,2.040636291,3.518338433,4.242110911,0.527652287
20912,12,,406,98,1,2,0,2,-1,13,15,5,5,16,16,5,5,3,5,0,1,1.869223005,3.920316356,4.54675866,-0.05420804
20913,15,,309,248,5,0,2,0,-1,19,9,10,1,12,12,7,1,1,2,0,0,1.909790979,3.769324301,4.523189161,0.601272408
20914,2,,470,197,3,0,2,0,-1,,,,,,,,,,,,,1.269171035,6.904290429,12.94554455,
20915,19,,284,273,1,1,0,1,-1,14,12,4,5,15,12,1,5,4,1,1,0,2.175173165,3.519825667,3.757117285,-0.222181234
20916,15,,69,179,1,0,1,0,-1,12,20,2,6,19,17,6,5,4,5,0,0,1.992888407,3.447696944,4.583643335,-0.920718033
20917,5,,184,237,1,0,0,0,-1,,,,,,,,,,,,,2.924902405,3.237564386,2.78370022,
20918,15,,96,170,0,1,0,1,-1,11,8,3,2,21,15,4,3,3,4,0,0,4.798437959,3.598828469,1.909378438,-0.649104941
20919,1,,99,140,6,0,2,0,58,29,6,15,2,9,10,9,3,0,1,0,0,1.254278103,6.793170205,15.26205595,5.043998705
20920,17,,103,23,1,1,0,0,-1,,,,,,,,,,,,,4.010236599,3.695509169,2.040652041,
20921,2,,390,169,1,1,1,1,-1,,,,,,,,,,,,,5.035291174,4.098727016,1.762351911,
20922,9,,74,408,2,2,1,0,16,8,8,6,3,11,15,6,9,1,2,0,0,2.719697436,3.475168945,2.82042697,-0.142533905
20923,19,,423,308,2,0,1,0,-1,12,11,3,2,11,9,3,9,2,1,0,0,1.735662426,3.560587492,6.536008794,1.548696282
20924,15,,442,398,2,0,2,0,-1,19,13,8,5,9,10,7,7,2,3,0,0,1.849737232,3.609487248,5.19926141,0.872118249
20925,19,,71,445,1,1,0,1,-1,17,9,5,5,18,11,6,3,2,2,0,1,2.144707892,3.411581856,3.990154217,-0.622442813
20926,10,,444,127,1,0,0,0,2,22,12,6,4,9,11,6,5,1,2,0,0,2.015786467,3.638494572,4.182756918,0.506130796
20927,14,,440,266,2,3,2,1,-1,,,,,,,,,,,,,3.609587188,3.041786956,2.473986725,
20928,8,,56,298,2,0,2,0,-1,,,,,,,,,,,,,2.179552271,3.213572418,4.166492946,
20929,5,,185,60,1,1,1,0,-1,,,,,,,,,,,,,4.302042135,3.784579519,1.948094551,
20930,8,,419,306,1,0,0,0,-1,,,,,,,,,,,,,1.322579125,5.701785563,12.73594713,
